location,county,species,weekStart,weekEnd,lat,lng
"Peppermint Creek, Lower",Tulare,Trout,2025/05/11,2025/05/17,36.0528411865234,-118.47916412
Symmes Creek,Inyo,Trout,2025/05/11,2025/05/17,36.7359199523926,-118.26528168
Hat Creek Upper,Shasta,Trout,2025/05/11,2025/05/17,40.762264251709,-121.4983139
Reyes Creek,Ventura,Trout,2025/05/11,2025/05/17,34.6810531616211,-119.30931854
Georges Creek,Inyo,Trout,2025/05/11,2025/05/17,36.7038841247559,-118.12924194
"Rock Creek, Section 2",Mono,Trout,2025/05/11,2025/05/17,37.5425987243652,-118.69241333
Convict Creek,Mono,Trout,2025/05/11,2025/05/17,37.5989952087402,-118.8489151
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2025/05/11,2025/05/17,38.3841552734375,-119.8204422
Siskiyou Lake,Siskiyou,Trout,2025/05/11,2025/05/17,41.282998,-122.340186
Powerhouse Stream,Tuolumne,Trout,2025/05/11,2025/05/17,38.0311470031738,-120.32733154
Mammoth Creek,Mono,Trout,2025/05/11,2025/05/17,37.6371650695801,-118.91381073
"Merced River, Section ll",Mariposa,Trout,2025/05/11,2025/05/17,37.6609535217285,-119.85366821
"Peppermint Creek, Upper",Tulare,Trout,2025/05/11,2025/05/17,36.0826759338379,-118.5366745
Big Meadows Creek,Tulare,Trout,2025/05/11,2025/05/17,36.7204513549805,-118.82219696
Nora Lake,Shasta,Trout,2025/05/11,2025/05/17,40.477657,-121.862333
"Chiquito Creek, Lower",Madera,Trout,2025/05/11,2025/05/17,37.3531684875488,-119.34129333
Lake Fulmor,Riverside,Trout,2025/05/11,2025/05/17,33.805213199823,-116.7795083
Fish Creek,Madera,Trout,2025/05/11,2025/05/17,37.260383605957,-119.35482025
"Rock Creek, Section 1",Mono,Trout,2025/05/11,2025/05/17,37.5001831054688,-118.59822845
Goodale Creek,Inyo,Trout,2025/05/11,2025/05/17,36.9775505065918,-118.25619507
Nobe Young Creek,Tulare,Trout,2025/05/11,2025/05/17,35.9987449645996,-118.50808716
Taboose Creek,Inyo,Trout,2025/05/11,2025/05/17,36.9984283447266,-118.25787354
Arrowbear Lake,San Bernardino,Trout,2025/05/11,2025/05/17,34.212144,-117.077307
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/05/11,2025/05/17,38.0534973144531,-120.24224091
Pinecrest Lake,Tuolumne,Trout,2025/05/11,2025/05/17,38.196056,-119.982335
Freshwater Lagoon,Humboldt,Trout,2025/05/11,2025/05/17,41.267982,-124.092799
Lone Pine Creek,Inyo,Trout,2025/05/11,2025/05/17,36.5959739685059,-118.0977478
Burney Creek Upper,Shasta,Trout,2025/05/11,2025/05/17,40.8222122192383,-121.71613312
Tuttle Creek,Inyo,Trout,2025/05/11,2025/05/17,36.5650291442871,-118.12565613
Stony Creek,Tulare,Trout,2025/05/11,2025/05/17,36.6661224365234,-118.83391571
Tinnemaha Creek,Inyo,Trout,2025/05/11,2025/05/17,37.0497207641602,-118.27203369
Indian Creek Reservoir,Alpine,Trout,2025/05/11,2025/05/17,38.746808,-119.778633
Burney Creek Lower,Shasta,Trout,2025/05/11,2025/05/17,41.0080795288086,-121.64898682
"Kern River, Section 6",Tulare,Trout,2025/05/11,2025/05/17,35.947021484375,-118.47764587
Dinkey Creek,Fresno,Trout,2025/05/11,2025/05/17,37.0633697509766,-119.15642548
Lake Hemet,Riverside,Trout,2025/05/11,2025/05/17,33.666115,-116.693046
"Tule River North Fork, Middle Fork #1",Tulare,Trout,2025/05/11,2025/05/17,36.189037322998,-118.66636658
Cherry Valley Reservoir,Tuolumne,Trout,2025/05/11,2025/05/17,38.000736,-119.906933
"Kern River, Section 4",Kern,Trout,2025/05/11,2025/05/17,35.7305030822754,-118.42365265
Stanislaus River Middle Fork,Tuolumne,Trout,2025/05/11,2025/05/17,38.3434562683105,-119.83426666
Green Valley Lake,San Bernardino,Trout,2025/05/11,2025/05/17,34.238207,-117.0808
Tamarack Creek,Fresno,Trout,2025/05/11,2025/05/17,37.194263458252,-119.19861603
Willow Creek North Fork,Madera,Trout,2025/05/11,2025/05/17,37.3420295715332,-119.57194519
Donner Lake,Nevada,Trout,2025/05/11,2025/05/17,39.322741,-120.265141
Bayley Reservoir,Modoc,Trout,2025/05/11,2025/05/17,41.267377,-120.636434
Ash Creek Upper,Lassen,Trout,2025/05/11,2025/05/17,41.1464958190918,-120.80834961
Nelder Creek,Madera,Trout,2025/05/11,2025/05/17,37.3737373352051,-119.60574341
Graeagle Mill Pond,Plumas,Trout,2025/05/11,2025/05/17,39.766908,-120.615278
Sawmill Pond,El Dorado,Trout,2025/05/11,2025/05/17,38.889131,-120.025997
Shasta Lake,Shasta,Trout,2025/05/18,2025/05/24,40.765934,-122.298688
Grant Lake,Mono,Trout,2025/05/18,2025/05/24,37.839939,-119.111529
Carson River East Fork,Alpine,Trout,2025/05/18,2025/05/24,38.689567565918,-119.76254272
Sacramento River,Shasta,Trout,2025/05/18,2025/05/24,41.1420097351074,-122.31331635
Trinity River Stuart Fork,Trinity,Trout,2025/05/18,2025/05/24,40.8588600158691,-122.89318848
Battle Creek South Fork,Tehama,Trout,2025/05/18,2025/05/24,40.3511352539062,-121.66055298
Convict Lake,Mono,Trout,2025/05/18,2025/05/24,37.589305,-118.858276
Hume Lake,Fresno,Trout,2025/05/18,2025/05/24,36.790764,-118.905468
Burney Creek Upper,Shasta,Trout,2025/05/18,2025/05/24,40.8222122192383,-121.71613312
Hedrick Pond (Redwood Lake),Tulare,Trout,2025/05/18,2025/05/24,36.229834,-118.679781
Pit River South Fork,Modoc,Trout,2025/05/18,2025/05/24,41.2307662963867,-120.41928101
Silver Lake,Mono,Trout,2025/05/18,2025/05/24,37.77757,-119.125085
Virginia Lake Lower,Mono,Trout,2025/05/18,2025/05/24,38.046828,-119.265125
Fish Lake,Humboldt,Trout,2025/05/18,2025/05/24,41.263625,-123.683208
Robinson Creek,Mono,Trout,2025/05/18,2025/05/24,38.1932716369629,-119.31916046
Jackson Lake,Los Angeles,Trout,2025/05/18,2025/05/24,34.391877,-117.726094
"Twin Lake Lower, Bridgeport",Mono,Trout,2025/05/18,2025/05/24,38.162557,-119.336401
Merced Lake North,San Francisco,Trout,2025/05/18,2025/05/24,37.727309,-122.494671
Pinecrest Lake,Tuolumne,Trout,2025/05/18,2025/05/24,38.196056,-119.982335
Stanislaus River South Fork,Tuolumne,Trout,2025/05/18,2025/05/24,38.1700973510742,-120.06674957
"Kern River, Section 5","Kern, Tulare",Trout,2025/05/18,2025/05/24,35.7961883544922,-118.45127869
Lake Davis,Plumas,Trout,2025/05/18,2025/05/24,39.912541,-120.510536
Stanislaus River Middle Fork,Tuolumne,Trout,2025/05/18,2025/05/24,38.3434562683105,-119.83426666
Wishon Reservoir,Fresno,Trout,2025/05/18,2025/05/24,37.017782,-118.962954
"Owens River, below Tinnemaha",Inyo,Trout,2025/05/18,2025/05/24,37.0494766235352,-118.22177887
Beaver Creek,Tuolumne,Trout,2025/05/18,2025/05/24,38.2536468505859,-120.25720978
Trinity River East Fork,Trinity,Trout,2025/05/18,2025/05/24,41.019962310791,-122.6096344
Blue Lake Upper,Lake,Trout,2025/05/18,2025/05/24,39.170685,-123.011522
Bass Lake,Madera,Trout,2025/05/18,2025/05/24,37.311877,-119.551095
Freeman Creek,Tulare,Trout,2025/05/18,2025/05/24,36.145580291748,-118.49121094
Powerhouse Stream,Tuolumne,Trout,2025/05/18,2025/05/24,38.0311470031738,-120.32733154
"Bishop Creek, South Fork",Inyo,Trout,2025/05/18,2025/05/24,37.2148704528809,-118.56674957
"Twin Lake Upper, Bridgeport",Mono,Trout,2025/05/18,2025/05/24,38.149096,-119.364455
Balch Park Lake Upper,Tulare,Trout,2025/05/18,2025/05/24,36.221075,-118.676555
Tamarack Creek,Fresno,Trout,2025/05/18,2025/05/24,37.194263458252,-119.19861603
Sacramento River,Siskiyou,Trout,2025/05/18,2025/05/24,41.1879806518555,-122.28471375
Tuolumne River Middle Fork,Tuolumne,Trout,2025/05/18,2025/05/24,37.8286743164062,-120.00343323
Balch Park Lake Lower,Tulare,Trout,2025/05/18,2025/05/24,36.219573,-118.680518
"Bishop Creek, Middle Fork",Inyo,Trout,2025/05/18,2025/05/24,37.2449378967285,-118.58989716
Bass Lake,Siskiyou,Trout,2025/05/18,2025/05/24,41.70004,-122.493836
Coffee Creek,Trinity,Trout,2025/05/18,2025/05/24,41.0841445922852,-122.71015167
West Valley Reservoir,"Lassen, Modoc",Trout,2025/05/18,2025/05/24,41.199963,-120.399402
Bishop Creek Lower,Inyo,Trout,2025/05/18,2025/05/24,37.3688125610352,-118.40048218
Bridgeport Reservoir,Mono,Trout,2025/05/18,2025/05/24,38.28778,-119.230933
Cuyamaca Lake,San Diego,Trout,2025/05/18,2025/05/24,32.99032,-116.569296
Stanislaus River North Fork,"Calaveras, Tuolumne",Trout,2025/05/18,2025/05/24,38.2758712768555,-120.26264954
"Kern River, Section 4",Kern,Trout,2025/05/18,2025/05/24,35.7305030822754,-118.42365265
"Owens River, Section 2",Inyo,Trout,2025/05/18,2025/05/24,37.1855621337891,-118.26623535
June Lake,Mono,Trout,2025/05/18,2025/05/24,37.78864,-119.07362
Gull Lake,Mono,Trout,2025/05/18,2025/05/24,37.775614,-119.083277
"Trinity River, above Clair Engle Lake",Trinity,Trout,2025/05/18,2025/05/24,41.1257400512695,-122.69898987
"Bishop Creek, Intake II",Inyo,Trout,2025/05/18,2025/05/24,37.247495,-118.584349
"Kern River, Section 6",Tulare,Trout,2025/05/18,2025/05/24,35.947021484375,-118.47764587
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/05/18,2025/05/24,36.7976875305176,-119.39915466
Big Meadows Creek,Tulare,Trout,2025/05/18,2025/05/24,36.7204513549805,-118.82219696
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2025/05/18,2025/05/24,38.3841552734375,-119.8204422
Freshwater Lagoon,Humboldt,Trout,2025/05/18,2025/05/24,41.267982,-124.092799
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/05/18,2025/05/24,38.0534973144531,-120.24224091
Carrville Pond,Trinity,Trout,2025/05/18,2025/05/24,41.05302,-122.701172
"Russian River, Upper East Branch",Mendocino,Trout,2025/05/18,2025/05/24,39.248291,-123.122074
Angels Creek,Calaveras,Trout,2025/05/18,2025/05/24,38.0784759521484,-120.53005981
Dodge Reservoir,Lassen,Trout,2025/05/18,2025/05/24,40.980398,-120.143281
McCoy Flat Reservoir,Lassen,Trout,2025/05/18,2025/05/24,40.468665,-120.954464
Virginia Lake Upper,Mono,Trout,2025/05/18,2025/05/24,38.04705,-119.259049
American River Silver Fork,El Dorado,Trout,2025/05/18,2025/05/24,38.7401657104492,-120.2562561
Doane Pond,San Diego,Trout,2025/05/18,2025/05/24,33.340149,-116.901329
Dry Meadow Creek,Tulare,Trout,2025/05/18,2025/05/24,36.005199432373,-118.50440216
White Pines Lake,Calaveras,Trout,2025/05/18,2025/05/24,38.268658,-120.341612
"American River, South Fork, Chili Bar",El Dorado,Trout,2025/05/18,2025/05/24,38.765809,-120.823195
Pleasant Valley Reservoir,Inyo,Trout,2025/05/18,2025/05/24,37.42236,-118.536025
Huntington Lake,Fresno,Trout,2025/05/18,2025/05/24,37.239914,-119.196159
Stony Creek,Tulare,Trout,2025/05/18,2025/05/24,36.6661224365234,-118.83391571
Dinkey Creek,Fresno,Trout,2025/05/18,2025/05/24,37.0633697509766,-119.15642548
Deer Creek,Tehama,Trout,2025/05/18,2025/05/24,40.234245300293,-121.45935059
Little Walker Lake,Mono,Trout,2025/05/18,2025/05/24,37.874448,-119.164951
Nora Lake,Shasta,Trout,2025/05/18,2025/05/24,40.477657,-121.862333
Tuolumne River South Fork,Tuolumne,Trout,2025/05/18,2025/05/24,37.8115272521973,-119.9440918
Pinecrest Lake,Tuolumne,Trout,2025/05/25,2025/05/31,38.196056,-119.982335
Green Valley Lake,San Bernardino,Trout,2025/05/25,2025/05/31,34.238207,-117.0808
Santa Ana River South Fork,San Bernardino,Trout,2025/05/25,2025/05/31,34.1685600280762,-116.83167267
Powerhouse Stream,Tuolumne,Trout,2025/05/25,2025/05/31,38.0311470031738,-120.32733154
Trinity River East Fork,Trinity,Trout,2025/05/25,2025/05/31,41.019962310791,-122.6096344
Gregory Lake,San Bernardino,Trout,2025/05/25,2025/05/31,34.243097,-117.269046
Lake Almanor,Plumas,Trout,2025/05/25,2025/05/31,40.228988,-121.154457
Arrowbear Lake,San Bernardino,Trout,2025/05/25,2025/05/31,34.212144,-117.077307
Annie Lake,Modoc,Trout,2025/05/25,2025/05/31,41.909772,-120.10668
Carrville Pond,Trinity,Trout,2025/05/25,2025/05/31,41.05302,-122.701172
Trinity River Stuart Fork,Trinity,Trout,2025/05/25,2025/05/31,40.8588600158691,-122.89318848
Lyons Reservoir,Tuolumne,Trout,2025/05/25,2025/05/31,38.101545,-120.161056
Hat Creek Upper,Shasta,Trout,2025/05/25,2025/05/31,40.762264251709,-121.4983139
Freshwater Lagoon,Humboldt,Trout,2025/05/25,2025/05/31,41.267982,-124.092799
"Trinity River, above Clair Engle Lake",Trinity,Trout,2025/05/25,2025/05/31,41.1257400512695,-122.69898987
Lake Hemet,Riverside,Trout,2025/05/25,2025/05/31,33.666115,-116.693046
Burney Creek Lower,Shasta,Trout,2025/05/25,2025/05/31,41.0080795288086,-121.64898682
Santa Ana River,San Bernardino,Trout,2025/05/25,2025/05/31,34.1761589050293,-116.94329834
Hat Creek Middle,Shasta,Trout,2025/05/25,2025/05/31,40.9227409362793,-121.54640198
Wagon Creek,Siskiyou,Trout,2025/05/25,2025/05/31,41.2926940917969,-122.32595825
Big Bear Lake,San Bernardino,Trout,2025/05/25,2025/05/31,34.253115,-116.92764
Burney Creek Upper,Shasta,Trout,2025/05/25,2025/05/31,40.8222122192383,-121.71613312
Coffee Creek,Trinity,Trout,2025/05/25,2025/05/31,41.0841445922852,-122.71015167
Carson River West Fork,Alpine,Trout,2025/05/25,2025/05/31,38.7691383361816,-119.83604431
Briles Reservoir,Modoc,Trout,2025/05/25,2025/05/31,41.76662,-120.351599
West Valley Reservoir,"Lassen, Modoc",Trout,2025/05/25,2025/05/31,41.199963,-120.399402
Lake Alpine,Alpine,Trout,2025/05/25,2025/05/31,38.476208,-119.999359
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2025/05/25,2025/05/31,41.243953704834,-122.02196503
Jenks Lake,San Bernardino,Trout,2025/05/25,2025/05/31,34.164292,-116.881948
Iron Canyon Reservoir,Shasta,Trout,2025/05/25,2025/05/31,41.050043,-121.983054
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/05/25,2025/05/31,38.0534973144531,-120.24224091
Reyes Creek,Ventura,Trout,2025/05/25,2025/05/31,34.6810531616211,-119.30931854
Lake Fulmor,Riverside,Trout,2025/05/25,2025/05/31,33.805213199823,-116.7795083
Stanislaus River Middle Fork,Tuolumne,Trout,2025/05/25,2025/05/31,38.3434562683105,-119.83426666
Markleeville Creek,Alpine,Trout,2025/05/25,2025/05/31,38.6938972473145,-119.78134918
Cold Creek,Siskiyou,Trout,2025/05/25,2025/05/31,41.2997360229492,-122.32312775
Pine Creek Reservoir,Modoc,Trout,2025/05/25,2025/05/31,41.422933,-120.422776
Burney Creek Middle,Shasta,Trout,2025/05/25,2025/05/31,40.8777160644531,-121.67034912
Beaver Creek,Tuolumne,Trout,2025/06/01,2025/06/07,38.2536468505859,-120.25720978
Mamie Lake,Mono,Trout,2025/06/01,2025/06/07,37.608331,-119.010467
"San Joaquin River, South Fork",Fresno,Trout,2025/06/01,2025/06/07,37.3258628845215,-119.01917267
Lee Vining Creek,Mono,Trout,2025/06/01,2025/06/07,37.9306602478027,-119.14963531
Angels Creek,Calaveras,Trout,2025/06/01,2025/06/07,38.0784759521484,-120.53005981
Round Corral Reservoir,Lassen,Trout,2025/06/01,2025/06/07,40.89826,-120.016631
Herring Creek,Tuolumne,Trout,2025/06/01,2025/06/07,38.2234497070312,-119.95430756
"Bishop Creek, Intake II",Inyo,Trout,2025/06/01,2025/06/07,37.247495,-118.584349
Convict Lake,Mono,Trout,2025/06/01,2025/06/07,37.589305,-118.858276
Mary Lake,Mono,Trout,2025/06/01,2025/06/07,37.602899,-119.002813
Walton Pond,El Dorado,Trout,2025/06/01,2025/06/07,38.922711,-120.776343
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2025/06/01,2025/06/07,38.3841552734375,-119.8204422
Smith Flat Reservoir,Lassen,Trout,2025/06/01,2025/06/07,41.123809,-120.48995
Glass Creek,Mono,Trout,2025/06/01,2025/06/07,37.7518653869629,-118.99880219
West Valley Reservoir,"Lassen, Modoc",Trout,2025/06/01,2025/06/07,41.199963,-120.399402
Mono Creek,Fresno,Trout,2025/06/01,2025/06/07,37.3606567382812,-118.99082184
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/06/01,2025/06/07,38.0534973144531,-120.24224091
June Lake,Mono,Trout,2025/06/01,2025/06/07,37.78864,-119.07362
Stanislaus River South Fork,Tuolumne,Trout,2025/06/01,2025/06/07,38.1700973510742,-120.06674957
South Lake,Inyo,Trout,2025/06/01,2025/06/07,37.165414,-118.570347
Sherwin Creek,Mono,Trout,2025/06/01,2025/06/07,37.6306648254395,-118.93756104
Smithneck Creek,Sierra,Trout,2025/06/01,2025/06/07,39.6671943664551,-120.24263763
Jackson Lake,Los Angeles,Trout,2025/06/01,2025/06/07,34.391877,-117.726094
Sawmill Pond,El Dorado,Trout,2025/06/01,2025/06/07,38.889131,-120.025997
Burney Creek Middle,Shasta,Trout,2025/06/01,2025/06/07,40.8777160644531,-121.67034912
Freshwater Lagoon,Humboldt,Trout,2025/06/01,2025/06/07,41.267982,-124.092799
"Owens River, Section 2",Inyo,Trout,2025/06/01,2025/06/07,37.1855621337891,-118.26623535
Stanislaus River Middle Fork,Tuolumne,Trout,2025/06/01,2025/06/07,38.3434562683105,-119.83426666
Stony Creek,Tulare,Trout,2025/06/01,2025/06/07,36.6661224365234,-118.83391571
Tuolumne River Middle Fork,Tuolumne,Trout,2025/06/01,2025/06/07,37.8286743164062,-120.00343323
Stanislaus River North Fork,"Calaveras, Tuolumne",Trout,2025/06/01,2025/06/07,38.2758712768555,-120.26264954
Battle Creek South Fork,Tehama,Trout,2025/06/01,2025/06/07,40.3511352539062,-121.66055298
Ward Lake,Fresno,Trout,2025/06/01,2025/06/07,37.300829,-118.987896
"Kern River, Section 5","Kern, Tulare",Trout,2025/06/01,2025/06/07,35.7961883544922,-118.45127869
Burney Creek Upper,Shasta,Trout,2025/06/01,2025/06/07,40.8222122192383,-121.71613312
Balch Park Lake Upper,Tulare,Trout,2025/06/01,2025/06/07,36.221075,-118.676555
Dinkey Creek,Fresno,Trout,2025/06/01,2025/06/07,37.0633697509766,-119.15642548
Lone Pine Creek,Inyo,Trout,2025/06/01,2025/06/07,36.5959739685059,-118.0977478
Doane Pond,San Diego,Trout,2025/06/01,2025/06/07,33.340149,-116.901329
Bearskin Creek,Fresno,Trout,2025/06/01,2025/06/07,36.7598419189453,-118.90292358
Deer Creek,Tehama,Trout,2025/06/01,2025/06/07,40.234245300293,-121.45935059
Burney Creek Lower,Shasta,Trout,2025/06/01,2025/06/07,41.0080795288086,-121.64898682
George Lake,Mono,Trout,2025/06/01,2025/06/07,37.60054,-119.011901
"Merced River, Section ll",Mariposa,Trout,2025/06/01,2025/06/07,37.6609535217285,-119.85366821
"Willow Creek, South Fork",Madera,Trout,2025/06/01,2025/06/07,37.2527885437012,-119.49921417
Nelder Creek,Madera,Trout,2025/06/01,2025/06/07,37.3737373352051,-119.60574341
Rush Creek,Mono,Trout,2025/06/01,2025/06/07,37.7890281677246,-119.12364197
Hedrick Pond (Redwood Lake),Tulare,Trout,2025/06/01,2025/06/07,36.229834,-118.679781
"Tenmile Creek, Upper",Fresno,Trout,2025/06/01,2025/06/07,36.783073425293,-118.90053558
Hat Creek Middle,Shasta,Trout,2025/06/01,2025/06/07,40.9227409362793,-121.54640198
Silver Lake,Mono,Trout,2025/06/01,2025/06/07,37.77757,-119.125085
White Pines Lake,Calaveras,Trout,2025/06/01,2025/06/07,38.268658,-120.341612
Hat Creek Upper,Shasta,Trout,2025/06/01,2025/06/07,40.762264251709,-121.4983139
Lundy Lake,Mono,Trout,2025/06/01,2025/06/07,38.02905,-119.231151
Bishop Creek Lower,Inyo,Trout,2025/06/01,2025/06/07,37.3688125610352,-118.40048218
McGee Creek,Mono,Trout,2025/06/01,2025/06/07,37.574146270752,-118.78263092
Deadman Creek,Mono,Trout,2025/06/01,2025/06/07,37.7228965759277,-119.00999451
Balch Park Lake Lower,Tulare,Trout,2025/06/01,2025/06/07,36.219573,-118.680518
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/06/01,2025/06/07,36.7976875305176,-119.39915466
Cave Lake,Modoc,Trout,2025/06/01,2025/06/07,41.980522,-120.209155
Big Meadows Creek,Tulare,Trout,2025/06/01,2025/06/07,36.7204513549805,-118.82219696
Spanish Creek,Plumas,Trout,2025/06/01,2025/06/07,39.9946753505837,-120.94371394
Tuolumne River South Fork,Tuolumne,Trout,2025/06/01,2025/06/07,37.8115272521973,-119.9440918
Lake Sabrina,Inyo,Trout,2025/06/01,2025/06/07,37.205905,-118.618998
Willow Creek North Fork,Madera,Trout,2025/06/01,2025/06/07,37.3420295715332,-119.57194519
Portal Forebay,Fresno,Trout,2025/06/01,2025/06/07,37.318818,-119.069351
Tamarack Creek,Fresno,Trout,2025/06/01,2025/06/07,37.194263458252,-119.19861603
Buckhorn Reservoir,Lassen,Trout,2025/06/01,2025/06/07,40.853117,-120.085889
Big Pine Creek,Inyo,Trout,2025/06/08,2025/06/14,37.1307411193848,-118.3370285
"Peppermint Creek, Upper",Tulare,Trout,2025/06/08,2025/06/14,36.0826759338379,-118.5366745
Hatchet Creek,Shasta,Trout,2025/06/08,2025/06/14,40.8606224060059,-121.84895325
Lone Pine Creek,Inyo,Trout,2025/06/08,2025/06/14,36.5959739685059,-118.0977478
Arrowbear Lake,San Bernardino,Trout,2025/06/08,2025/06/14,34.212144,-117.077307
Mono Creek,Fresno,Trout,2025/06/08,2025/06/14,37.3606567382812,-118.99082184
Kinney Reservoir,Alpine,Trout,2025/06/08,2025/06/14,38.554298,-119.810029
Tuttle Creek,Inyo,Trout,2025/06/08,2025/06/14,36.5650291442871,-118.12565613
Jenks Lake,San Bernardino,Trout,2025/06/08,2025/06/14,34.164292,-116.881948
"Mosquito Lake, Lower",Alpine,Trout,2025/06/08,2025/06/14,38.515948,-119.910761
Pleasant Valley Reservoir,Inyo,Trout,2025/06/08,2025/06/14,37.42236,-118.536025
Tamarack Creek,Fresno,Trout,2025/06/08,2025/06/14,37.194263458252,-119.19861603
Balch Park Lake Lower,Tulare,Trout,2025/06/08,2025/06/14,36.219573,-118.680518
Juanita Lake,Siskiyou,Trout,2025/06/08,2025/06/14,41.815102,-122.124001
Rock Creek,Madera,Trout,2025/06/08,2025/06/14,37.2913208007812,-119.36153412
Lake Davis,Plumas,Trout,2025/06/08,2025/06/14,39.912541,-120.510536
Hedrick Pond (Redwood Lake),Tulare,Trout,2025/06/08,2025/06/14,36.229834,-118.679781
Reyes Creek,Ventura,Trout,2025/06/08,2025/06/14,34.6810531616211,-119.30931854
Granite Creek (West Fork),Madera,Trout,2025/06/08,2025/06/14,37.5379905700684,-119.26272583
Gold Lake,Sierra,Trout,2025/06/08,2025/06/14,39.677904,-120.65624
Lake Hemet,Riverside,Trout,2025/06/08,2025/06/14,33.666115,-116.693046
Broodfish Waters,Siskiyou,Trout,2025/06/08,2025/06/14,41.306583,-122.329412
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/06/08,2025/06/14,36.7976875305176,-119.39915466
Portal Forebay,Fresno,Trout,2025/06/08,2025/06/14,37.318818,-119.069351
Shepherd Creek,Inyo,Trout,2025/06/08,2025/06/14,36.7427253723145,-118.15918732
Burney Creek Upper,Shasta,Trout,2025/06/08,2025/06/14,40.8222122192383,-121.71613312
Deer Creek,Tulare,Trout,2025/06/08,2025/06/14,35.876106262207,-118.70033264
Trinity River Stuart Fork,Trinity,Trout,2025/06/08,2025/06/14,40.8588600158691,-122.89318848
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2025/06/08,2025/06/14,41.243953704834,-122.02196503
Powerhouse Stream,Tuolumne,Trout,2025/06/08,2025/06/14,38.0311470031738,-120.32733154
Baker Creek,Inyo,Trout,2025/06/08,2025/06/14,37.169620513916,-118.30949402
"Owens River, Section 3",Mono,Trout,2025/06/08,2025/06/14,37.6800498962402,-118.75685883
Burney Creek Lower,Shasta,Trout,2025/06/08,2025/06/14,41.0080795288086,-121.64898682
Balch Park Lake Upper,Tulare,Trout,2025/06/08,2025/06/14,36.221075,-118.676555
Cuyamaca Lake,San Diego,Trout,2025/06/08,2025/06/14,32.99032,-116.569296
Lyons Reservoir,Tuolumne,Trout,2025/06/08,2025/06/14,38.101545,-120.161056
Santa Ana River,San Bernardino,Trout,2025/06/08,2025/06/14,34.1761589050293,-116.94329834
Hat Creek Middle,Shasta,Trout,2025/06/08,2025/06/14,40.9227409362793,-121.54640198
Burney Creek Middle,Shasta,Trout,2025/06/08,2025/06/14,40.8777160644531,-121.67034912
Goodale Creek,Inyo,Trout,2025/06/08,2025/06/14,36.9775505065918,-118.25619507
Trinity River East Fork,Trinity,Trout,2025/06/08,2025/06/14,41.019962310791,-122.6096344
Carrville Pond,Trinity,Trout,2025/06/08,2025/06/14,41.05302,-122.701172
Graeagle Mill Pond,Plumas,Trout,2025/06/08,2025/06/14,39.766908,-120.615278
Battle Creek South Fork,Tehama,Trout,2025/06/08,2025/06/14,40.3511352539062,-121.66055298
Stanislaus River Middle Fork,Tuolumne,Trout,2025/06/08,2025/06/14,38.3434562683105,-119.83426666
Jenkinson Lake,El Dorado,Trout,2025/06/08,2025/06/14,38.722944,-120.556443
Gregory Lake,San Bernardino,Trout,2025/06/08,2025/06/14,34.243097,-117.269046
Herring Creek,Tuolumne,Trout,2025/06/08,2025/06/14,38.2234497070312,-119.95430756
Lake Fulmor,Riverside,Trout,2025/06/08,2025/06/14,33.805213199823,-116.7795083
"Yuba River North Fork, Downieville",Sierra,Trout,2025/06/08,2025/06/14,39.558277130127,-120.82728577
Deer Creek,Tehama,Trout,2025/06/08,2025/06/14,40.234245300293,-121.45935059
Tule River Middle Fork,Tulare,Trout,2025/06/08,2025/06/14,36.1392059326172,-118.76879883
Lake Alpine,Alpine,Trout,2025/06/08,2025/06/14,38.476208,-119.999359
Georges Creek,Inyo,Trout,2025/06/08,2025/06/14,36.7038841247559,-118.12924194
"Tule River North Fork, Middle Fork #1",Tulare,Trout,2025/06/08,2025/06/14,36.189037322998,-118.66636658
Sacramento River,Siskiyou,Trout,2025/06/08,2025/06/14,41.1879806518555,-122.28471375
Pinecrest Lake,Tuolumne,Trout,2025/06/08,2025/06/14,38.196056,-119.982335
Dry Meadow Creek,Tulare,Trout,2025/06/08,2025/06/14,36.005199432373,-118.50440216
Stanislaus River South Fork,Tuolumne,Trout,2025/06/08,2025/06/14,38.1700973510742,-120.06674957
Coffee Creek,Trinity,Trout,2025/06/08,2025/06/14,41.0841445922852,-122.71015167
"Trinity River, above Clair Engle Lake",Trinity,Trout,2025/06/08,2025/06/14,41.1257400512695,-122.69898987
Pit River South Fork,Modoc,Trout,2025/06/08,2025/06/14,41.2307662963867,-120.41928101
Bishop Creek Lower,Inyo,Trout,2025/06/08,2025/06/14,37.3688125610352,-118.40048218
Lewis Creek,Madera,Trout,2025/06/08,2025/06/14,37.3835258483887,-119.61917114
